,Date,Région,Total énergie soutirée (Wh)
491,2022-12-02,Hauts-de-France,57907.531128
492,2022-12-03,Centre-Val de Loire,33202.170598
493,2022-12-03,Hauts-de-France,60269.636287
494,2022-12-04,Centre-Val de Loire,33341.499204
495,2022-12-04,Hauts-de-France,60488.800199
496,2022-12-05,Centre-Val de Loire,33335.356246
497,2022-12-05,Hauts-de-France,60431.544522
498,2022-12-06,Centre-Val de Loire,33651.927463
499,2022-12-06,Hauts-de-France,60833.939486
500,2022-12-07,Centre-Val de Loire,34028.814448
501,2022-12-07,Hauts-de-France,61455.37005
502,2022-12-08,Centre-Val de Loire,34999.126651
503,2022-12-08,Hauts-de-France,62946.041486
504,2022-12-09,Centre-Val de Loire,35538.894908
505,2022-12-09,Hauts-de-France,63912.274338
506,2022-12-10,Centre-Val de Loire,37242.753345
507,2022-12-10,Hauts-de-France,66734.319145
508,2022-12-11,Centre-Val de Loire,39588.312369
509,2022-12-11,Hauts-de-France,70767.082088
510,2022-12-12,Centre-Val de Loire,40662.833568
511,2022-12-12,Hauts-de-France,72574.398434
512,2022-12-13,Centre-Val de Loire,40222.597116
513,2022-12-13,Hauts-de-France,71994.528645
514,2022-12-14,Centre-Val de Loire,37172.077701
515,2022-12-14,Hauts-de-France,66929.518269
516,2022-12-15,Centre-Val de Loire,36993.704578
517,2022-12-15,Hauts-de-France,66671.364167
518,2022-12-16,Centre-Val de Loire,37857.253066
519,2022-12-16,Hauts-de-France,68092.304195
520,2022-12-17,Centre-Val de Loire,41075.229482
521,2022-12-17,Hauts-de-France,73550.326747
522,2022-12-18,Centre-Val de Loire,40602.80886
523,2022-12-18,Hauts-de-France,72738.33487
524,2022-12-19,Centre-Val de Loire,32852.580782
525,2022-12-19,Hauts-de-France,59612.176544
526,2022-12-20,Centre-Val de Loire,28745.33034
527,2022-12-20,Hauts-de-France,52571.7327
528,2022-12-21,Centre-Val de Loire,27330.94865
529,2022-12-21,Hauts-de-France,50158.81626
530,2022-12-22,Centre-Val de Loire,26430.073338
531,2022-12-22,Hauts-de-France,48564.491259
532,2022-12-23,Centre-Val de Loire,25051.500934
533,2022-12-23,Hauts-de-France,46157.571461
534,2022-12-24,Centre-Val de Loire,25642.109676
535,2022-12-24,Hauts-de-France,47107.926184
536,2022-12-25,Centre-Val de Loire,24894.944389
537,2022-12-25,Hauts-de-France,45612.569626
538,2022-12-26,Centre-Val de Loire,25666.289657
539,2022-12-26,Hauts-de-France,47058.930455
540,2022-12-27,Centre-Val de Loire,28429.818505
541,2022-12-27,Hauts-de-France,51787.200277
542,2022-12-28,Centre-Val de Loire,28346.675936
543,2022-12-28,Hauts-de-France,51685.147099
544,2022-12-29,Centre-Val de Loire,27263.959451
545,2022-12-29,Hauts-de-France,49817.386178
546,2022-12-30,Centre-Val de Loire,27643.640319
547,2022-12-30,Hauts-de-France,50477.913663
548,2022-12-31,Centre-Val de Loire,25048.852315
549,2022-12-31,Hauts-de-France,46079.278661
550,2023-01-01,Centre-Val de Loire,23365.40432
551,2023-01-01,Hauts-de-France,43439.824423
552,2023-01-02,Centre-Val de Loire,24222.340127
553,2023-01-02,Hauts-de-France,45099.806817
554,2023-01-03,Centre-Val de Loire,26348.646223
555,2023-01-03,Hauts-de-France,48725.833895
556,2023-01-04,Centre-Val de Loire,26249.730952
557,2023-01-04,Hauts-de-France,48469.970497
558,2023-01-05,Centre-Val de Loire,24595.54156
559,2023-01-05,Hauts-de-France,45558.829994
560,2023-01-06,Centre-Val de Loire,24879.940941
561,2023-01-06,Hauts-de-France,46021.947362
562,2023-01-07,Centre-Val de Loire,25908.947374
563,2023-01-07,Hauts-de-France,47662.237691
564,2023-01-08,Centre-Val de Loire,26312.703289
565,2023-01-08,Hauts-de-France,48349.685486
566,2023-01-09,Centre-Val de Loire,27999.913217
567,2023-01-09,Hauts-de-France,51193.532375
568,2023-01-10,Centre-Val de Loire,28537.855103
569,2023-01-10,Hauts-de-France,52005.48464
570,2023-01-11,Centre-Val de Loire,26948.883828
571,2023-01-11,Hauts-de-France,49274.698993
572,2023-01-12,Centre-Val de Loire,27024.674636
573,2023-01-12,Hauts-de-France,49306.886204
574,2023-01-13,Centre-Val de Loire,26725.93802
575,2023-01-13,Hauts-de-France,48644.484912
576,2023-01-14,Centre-Val de Loire,27393.290965
577,2023-01-14,Hauts-de-France,49687.396924
578,2023-01-15,Centre-Val de Loire,28555.68833
579,2023-01-15,Hauts-de-France,51564.550557
580,2023-01-16,Centre-Val de Loire,30941.158302
581,2023-01-16,Hauts-de-France,55327.530045
582,2023-01-17,Centre-Val de Loire,32754.44277
583,2023-01-17,Hauts-de-France,58242.046825
584,2023-01-18,Centre-Val de Loire,34981.947124
585,2023-01-18,Hauts-de-France,61798.094593
586,2023-01-19,Centre-Val de Loire,36342.363478
587,2023-01-19,Hauts-de-France,63766.522621
588,2023-01-20,Centre-Val de Loire,36632.029974
589,2023-01-20,Hauts-de-France,64016.777509
590,2023-01-21,Centre-Val de Loire,37822.524851
591,2023-01-21,Hauts-de-France,65810.95236
592,2023-01-22,Centre-Val de Loire,40200.713758
593,2023-01-22,Hauts-de-France,69489.014535
594,2023-01-23,Centre-Val de Loire,39483.586385
595,2023-01-23,Hauts-de-France,68122.957672
596,2023-01-24,Centre-Val de Loire,38094.493777
597,2023-01-24,Hauts-de-France,65745.139474
598,2023-01-25,Centre-Val de Loire,38207.386008
599,2023-01-25,Hauts-de-France,65830.718856
600,2023-01-26,Centre-Val de Loire,37705.232326
601,2023-01-26,Hauts-de-France,64812.328642
602,2023-01-27,Centre-Val de Loire,37015.576789
603,2023-01-27,Hauts-de-France,63601.406991
604,2023-01-28,Centre-Val de Loire,37596.279614
605,2023-01-28,Hauts-de-France,64344.589602
606,2023-01-29,Centre-Val de Loire,37513.964236
607,2023-01-29,Hauts-de-France,64179.459771
608,2023-01-30,Centre-Val de Loire,35834.696684
609,2023-01-30,Hauts-de-France,61280.511327
610,2023-01-31,Centre-Val de Loire,33694.913393
611,2023-01-31,Hauts-de-France,58006.328768
612,2023-02-01,Centre-Val de Loire,31795.308946
613,2023-02-01,Hauts-de-France,54820.003299
614,2023-02-02,Centre-Val de Loire,30906.830257
615,2023-02-02,Hauts-de-France,53294.349117
616,2023-02-03,Centre-Val de Loire,30410.041347
617,2023-02-03,Hauts-de-France,52400.754496
618,2023-02-04,Centre-Val de Loire,29870.082464
619,2023-02-04,Hauts-de-France,51489.961391
620,2023-02-05,Centre-Val de Loire,29568.037602
621,2023-02-05,Hauts-de-France,50996.963344
622,2023-02-06,Centre-Val de Loire,31417.847215
623,2023-02-06,Hauts-de-France,53848.973253
624,2023-02-07,Centre-Val de Loire,33519.482854
625,2023-02-07,Hauts-de-France,57220.916116
626,2023-02-08,Centre-Val de Loire,35131.424925
627,2023-02-08,Hauts-de-France,59832.741605
628,2023-02-09,Centre-Val de Loire,35670.2391
629,2023-02-09,Hauts-de-France,60591.485948
630,2023-02-10,Centre-Val de Loire,34302.713412
631,2023-02-10,Hauts-de-France,58331.829296
632,2023-02-11,Centre-Val de Loire,33794.577964
633,2023-02-11,Hauts-de-France,57589.729405
634,2023-02-12,Centre-Val de Loire,32144.922778
635,2023-02-12,Hauts-de-France,54987.898152
636,2023-02-13,Centre-Val de Loire,31639.980742
637,2023-02-13,Hauts-de-France,54280.888049
638,2023-02-14,Centre-Val de Loire,30523.667665
639,2023-02-14,Hauts-de-France,52569.64078
640,2023-02-15,Centre-Val de Loire,29569.756071
641,2023-02-15,Hauts-de-France,51194.135653
642,2023-02-16,Centre-Val de Loire,28465.954621
643,2023-02-16,Hauts-de-France,49583.194934
644,2023-02-17,Centre-Val de Loire,26285.163075
645,2023-02-17,Hauts-de-France,46147.560648
646,2023-02-18,Centre-Val de Loire,25382.302333
647,2023-02-18,Hauts-de-France,44749.976708
648,2023-02-19,Centre-Val de Loire,25194.774671
649,2023-02-19,Hauts-de-France,44351.59808
650,2023-02-20,Centre-Val de Loire,26298.340422
651,2023-02-20,Hauts-de-France,46146.57564
652,2023-02-21,Centre-Val de Loire,26406.927433
653,2023-02-21,Hauts-de-France,46389.095265
654,2023-02-22,Centre-Val de Loire,26399.152707
655,2023-02-22,Hauts-de-France,46479.382944
656,2023-02-23,Centre-Val de Loire,27376.600406
657,2023-02-23,Hauts-de-France,47980.564905
658,2023-02-24,Centre-Val de Loire,27468.474016
659,2023-02-24,Hauts-de-France,48099.471931
660,2023-02-25,Centre-Val de Loire,29439.126689
661,2023-02-25,Hauts-de-France,51327.872138
662,2023-02-26,Centre-Val de Loire,32571.350556
663,2023-02-26,Hauts-de-France,56368.677999
664,2023-02-27,Centre-Val de Loire,35102.562895
665,2023-02-27,Hauts-de-France,60467.612168
666,2023-02-28,Centre-Val de Loire,35429.959039
667,2023-02-28,Hauts-de-France,61063.190554
668,2023-03-01,Centre-Val de Loire,34855.856651
669,2023-03-01,Hauts-de-France,61998.708242
670,2023-03-02,Centre-Val de Loire,33506.627225
671,2023-03-02,Hauts-de-France,59758.275452
672,2023-03-03,Centre-Val de Loire,32073.092931
673,2023-03-03,Hauts-de-France,57590.816667
674,2023-03-04,Centre-Val de Loire,32179.741402
675,2023-03-04,Hauts-de-France,58124.921747
676,2023-03-05,Centre-Val de Loire,31392.977585
677,2023-03-05,Hauts-de-France,56887.650639
678,2023-03-06,Centre-Val de Loire,31132.01426
679,2023-03-06,Hauts-de-France,56537.229627
680,2023-03-07,Centre-Val de Loire,30997.454443
681,2023-03-07,Hauts-de-France,56762.63947
682,2023-03-08,Centre-Val de Loire,28237.626309
683,2023-03-08,Hauts-de-France,52178.2256
684,2023-03-09,Centre-Val de Loire,24909.257945
685,2023-03-09,Hauts-de-France,46334.783038
686,2023-03-10,Centre-Val de Loire,26264.631202
687,2023-03-10,Hauts-de-France,48721.631776
688,2023-03-11,Centre-Val de Loire,26728.731678
689,2023-03-11,Hauts-de-France,49536.251043
690,2023-03-12,Centre-Val de Loire,23981.113315
691,2023-03-12,Hauts-de-France,44745.316104
692,2023-03-13,Centre-Val de Loire,21655.804129
693,2023-03-13,Hauts-de-France,40585.390261
694,2023-03-14,Centre-Val de Loire,23278.95801
695,2023-03-14,Hauts-de-France,43467.767671
696,2023-03-15,Centre-Val de Loire,24867.112523
697,2023-03-15,Hauts-de-France,46208.337845
698,2023-03-16,Centre-Val de Loire,23414.469398
699,2023-03-16,Hauts-de-France,43637.714327
700,2023-03-17,Centre-Val de Loire,22077.589184
701,2023-03-17,Hauts-de-France,41325.121686
702,2023-03-18,Centre-Val de Loire,22174.844371
703,2023-03-18,Hauts-de-France,41499.225604
704,2023-03-19,Centre-Val de Loire,22491.507776
705,2023-03-19,Hauts-de-France,42058.912736
706,2023-03-20,Centre-Val de Loire,22847.027485
707,2023-03-20,Hauts-de-France,42601.961035
708,2023-03-21,Centre-Val de Loire,21886.219339
709,2023-03-21,Hauts-de-France,40940.126849
710,2023-03-22,Centre-Val de Loire,21838.933611
711,2023-03-22,Hauts-de-France,40984.513699
712,2023-03-23,Centre-Val de Loire,20791.978307
713,2023-03-23,Hauts-de-France,39158.755882
714,2023-03-24,Centre-Val de Loire,20723.167
715,2023-03-24,Hauts-de-France,39056.238908
716,2023-03-25,Centre-Val de Loire,21921.287697
717,2023-03-25,Hauts-de-France,41146.773896
718,2023-03-26,Centre-Val de Loire,21718.628499
719,2023-03-26,Hauts-de-France,40726.623097
720,2023-03-27,Centre-Val de Loire,23510.332774
721,2023-03-27,Hauts-de-France,43880.840368
722,2023-03-28,Centre-Val de Loire,24531.555591
723,2023-03-28,Hauts-de-France,45692.185626
724,2023-03-29,Centre-Val de Loire,21331.600438
725,2023-03-29,Hauts-de-France,40104.465245
726,2023-03-30,Centre-Val de Loire,19288.238369
727,2023-03-30,Hauts-de-France,36531.343511
728,2023-03-31,Centre-Val de Loire,20318.732115
729,2023-03-31,Hauts-de-France,38359.702853
730,2023-04-01,Centre-Val de Loire,21791.784876
731,2023-04-01,Hauts-de-France,42331.653327
732,2023-04-02,Centre-Val de Loire,23424.201691
733,2023-04-02,Hauts-de-France,45314.40627
734,2023-04-03,Centre-Val de Loire,23746.597337
735,2023-04-03,Hauts-de-France,45728.078021
736,2023-04-04,Centre-Val de Loire,24203.946617
737,2023-04-04,Hauts-de-France,46467.176286
738,2023-04-05,Centre-Val de Loire,24168.670058
739,2023-04-05,Hauts-de-France,46427.745388
740,2023-04-06,Centre-Val de Loire,22759.927588
741,2023-04-06,Hauts-de-France,43953.375626
742,2023-04-07,Centre-Val de Loire,22081.356516
743,2023-04-07,Hauts-de-France,42700.544275
744,2023-04-08,Centre-Val de Loire,21908.073273
745,2023-04-08,Hauts-de-France,42491.413314
746,2023-04-09,Centre-Val de Loire,20278.274397
747,2023-04-09,Hauts-de-France,39469.729475
748,2023-04-10,Centre-Val de Loire,19770.87921
749,2023-04-10,Hauts-de-France,38679.725081
750,2023-04-11,Centre-Val de Loire,20017.871809
751,2023-04-11,Hauts-de-France,39197.23569
752,2023-04-12,Centre-Val de Loire,20762.860368
753,2023-04-12,Hauts-de-France,40623.834296
754,2023-04-13,Centre-Val de Loire,22125.250782
755,2023-04-13,Hauts-de-France,43012.600193
756,2023-04-14,Centre-Val de Loire,23048.678126
757,2023-04-14,Hauts-de-France,44728.105676
758,2023-04-15,Centre-Val de Loire,22489.823404
759,2023-04-15,Hauts-de-France,43770.74837
760,2023-04-16,Centre-Val de Loire,21691.509576
761,2023-04-16,Hauts-de-France,42307.55483
762,2023-04-17,Centre-Val de Loire,20924.406754
763,2023-04-17,Hauts-de-France,41009.642114
764,2023-04-18,Centre-Val de Loire,19917.59962
765,2023-04-18,Hauts-de-France,39287.619672
766,2023-04-19,Centre-Val de Loire,18661.99779
767,2023-04-19,Hauts-de-France,37056.579502
768,2023-04-20,Centre-Val de Loire,18610.063243
769,2023-04-20,Hauts-de-France,37114.902192
770,2023-04-21,Centre-Val de Loire,19350.701033
771,2023-04-21,Hauts-de-France,38540.431024
772,2023-04-22,Centre-Val de Loire,19012.011662
773,2023-04-22,Hauts-de-France,38039.856759
774,2023-04-23,Centre-Val de Loire,19038.917033
775,2023-04-23,Hauts-de-France,38097.231154
776,2023-04-24,Centre-Val de Loire,19088.136846
777,2023-04-24,Hauts-de-France,38240.252953
778,2023-04-25,Centre-Val de Loire,19189.710747
779,2023-04-25,Hauts-de-France,38460.464469
780,2023-04-26,Centre-Val de Loire,19065.536381
781,2023-04-26,Hauts-de-France,38296.896596
782,2023-04-27,Centre-Val de Loire,17412.836579
783,2023-04-27,Hauts-de-France,35271.561572
784,2023-04-28,Centre-Val de Loire,16049.57188
785,2023-04-28,Hauts-de-France,32699.750162
786,2023-04-29,Centre-Val de Loire,16005.342104
787,2023-04-29,Hauts-de-France,32649.459597
788,2023-04-30,Centre-Val de Loire,15929.726802
789,2023-04-30,Hauts-de-France,32411.91274
790,2023-05-01,Centre-Val de Loire,16100.278037
791,2023-05-01,Hauts-de-France,32751.805516
792,2023-05-02,Centre-Val de Loire,15943.502184
793,2023-05-02,Hauts-de-France,32417.213322
794,2023-05-03,Centre-Val de Loire,15361.764145
795,2023-05-03,Hauts-de-France,31389.473016
796,2023-05-04,Centre-Val de Loire,14606.416693
797,2023-05-04,Hauts-de-France,29926.641522
798,2023-05-05,Centre-Val de Loire,14457.985141
799,2023-05-05,Hauts-de-France,29644.417459
800,2023-05-06,Centre-Val de Loire,14540.588682
801,2023-05-06,Hauts-de-France,29844.11545
802,2023-05-07,Centre-Val de Loire,14360.487457
803,2023-05-07,Hauts-de-France,29488.915661
804,2023-05-08,Centre-Val de Loire,14641.971281
805,2023-05-08,Hauts-de-France,30046.389259
806,2023-05-09,Centre-Val de Loire,14787.163884
807,2023-05-09,Hauts-de-France,30354.604832
808,2023-05-10,Centre-Val de Loire,15245.614925
809,2023-05-10,Hauts-de-France,31167.823638
810,2023-05-11,Centre-Val de Loire,15325.500469
811,2023-05-11,Hauts-de-France,31255.482039
812,2023-05-12,Centre-Val de Loire,15767.536662
813,2023-05-12,Hauts-de-France,32142.700264
814,2023-05-13,Centre-Val de Loire,15820.044872
815,2023-05-13,Hauts-de-France,32181.819545
816,2023-05-14,Centre-Val de Loire,15624.435688
817,2023-05-14,Hauts-de-France,31794.705356
818,2023-05-15,Centre-Val de Loire,15407.227165
819,2023-05-15,Hauts-de-France,31395.625123
820,2023-05-16,Centre-Val de Loire,15772.916898
821,2023-05-16,Hauts-de-France,31971.594803
822,2023-05-17,Centre-Val de Loire,15848.116363
823,2023-05-17,Hauts-de-France,32029.589867
824,2023-05-18,Centre-Val de Loire,15503.013001
825,2023-05-18,Hauts-de-France,31350.387135
826,2023-05-19,Centre-Val de Loire,15193.253046
827,2023-05-19,Hauts-de-France,30665.031077
828,2023-05-20,Centre-Val de Loire,14806.582467
829,2023-05-20,Hauts-de-France,29910.495271
830,2023-05-21,Centre-Val de Loire,14536.701126
831,2023-05-21,Hauts-de-France,29455.928823
832,2023-05-22,Centre-Val de Loire,14064.690836
833,2023-05-22,Hauts-de-France,28515.080459
834,2023-05-23,Centre-Val de Loire,13876.73363
835,2023-05-23,Hauts-de-France,28122.625268
836,2023-05-24,Centre-Val de Loire,14082.579801
837,2023-05-24,Hauts-de-France,28502.813265
838,2023-05-25,Centre-Val de Loire,13896.965062
839,2023-05-25,Hauts-de-France,28096.437933
840,2023-05-26,Centre-Val de Loire,13765.3042
841,2023-05-26,Hauts-de-France,27846.47813
842,2023-05-27,Centre-Val de Loire,13650.815724
843,2023-05-27,Hauts-de-France,27642.314525
844,2023-05-28,Centre-Val de Loire,13274.269844
845,2023-05-28,Hauts-de-France,26894.657103
846,2023-05-29,Centre-Val de Loire,13493.063608
847,2023-05-29,Hauts-de-France,27378.138504
848,2023-05-30,Centre-Val de Loire,13450.83181
849,2023-05-30,Hauts-de-France,27269.590507
850,2023-05-31,Centre-Val de Loire,13522.229569
851,2023-05-31,Hauts-de-France,27429.317648
852,2023-06-01,Centre-Val de Loire,13348.399753
853,2023-06-01,Hauts-de-France,26748.747775
854,2023-06-02,Centre-Val de Loire,13381.839095
855,2023-06-02,Hauts-de-France,26788.712002
856,2023-06-03,Centre-Val de Loire,13506.128725
857,2023-06-03,Hauts-de-France,27015.615583
858,2023-06-04,Centre-Val de Loire,13343.601322
859,2023-06-04,Hauts-de-France,26645.471749
860,2023-06-05,Centre-Val de Loire,13217.439499
861,2023-06-05,Hauts-de-France,26393.979991
862,2023-06-06,Centre-Val de Loire,13210.160116
863,2023-06-06,Hauts-de-France,26354.379221
864,2023-06-07,Centre-Val de Loire,13382.047028
865,2023-06-07,Hauts-de-France,26636.425298
866,2023-06-08,Centre-Val de Loire,13276.698318
867,2023-06-08,Hauts-de-France,26405.927602
868,2023-06-09,Centre-Val de Loire,13339.051889
869,2023-06-09,Hauts-de-France,26545.137091
870,2023-06-10,Centre-Val de Loire,13434.134226
871,2023-06-10,Hauts-de-France,26781.44619
872,2023-06-11,Centre-Val de Loire,13388.069405
873,2023-06-11,Hauts-de-France,26724.812523
874,2023-06-12,Centre-Val de Loire,13230.067986
875,2023-06-12,Hauts-de-France,26371.676161
876,2023-06-13,Centre-Val de Loire,13217.175529
877,2023-06-13,Hauts-de-France,26337.156512
878,2023-06-14,Centre-Val de Loire,13398.517903
879,2023-06-14,Hauts-de-France,26690.935931
880,2023-06-15,Centre-Val de Loire,13252.14744
881,2023-06-15,Hauts-de-France,26372.401245
882,2023-06-16,Centre-Val de Loire,13334.404942
883,2023-06-16,Hauts-de-France,26542.724021
884,2023-06-17,Centre-Val de Loire,13503.046662
885,2023-06-17,Hauts-de-France,26888.477826
886,2023-06-18,Centre-Val de Loire,13397.925071
887,2023-06-18,Hauts-de-France,26737.245735
888,2023-06-19,Centre-Val de Loire,13322.24506
889,2023-06-19,Hauts-de-France,26581.467809
890,2023-06-20,Centre-Val de Loire,13344.985764
891,2023-06-20,Hauts-de-France,26633.689718
892,2023-06-21,Centre-Val de Loire,13534.308206
893,2023-06-21,Hauts-de-France,27018.00189
894,2023-06-22,Centre-Val de Loire,13417.222802
895,2023-06-22,Hauts-de-France,26757.436282
896,2023-06-23,Centre-Val de Loire,13427.155975
897,2023-06-23,Hauts-de-France,26735.480163
898,2023-06-24,Centre-Val de Loire,13563.681034
899,2023-06-24,Hauts-de-France,27020.435784
900,2023-06-25,Centre-Val de Loire,13607.401039
901,2023-06-25,Hauts-de-France,27130.364174
902,2023-06-26,Centre-Val de Loire,13633.169851
903,2023-06-26,Hauts-de-France,27172.882546
904,2023-06-27,Centre-Val de Loire,13459.07683
905,2023-06-27,Hauts-de-France,26797.601028
906,2023-06-28,Centre-Val de Loire,13606.609249
907,2023-06-28,Hauts-de-France,27085.314837
908,2023-06-29,Centre-Val de Loire,13602.729832
909,2023-06-29,Hauts-de-France,27066.303799
910,2023-06-30,Centre-Val de Loire,13388.338229
911,2023-06-30,Hauts-de-France,26609.174813
912,2023-07-01,Centre-Val de Loire,13140.373791
913,2023-07-01,Hauts-de-France,25579.299274
914,2023-07-02,Centre-Val de Loire,13100.264823
915,2023-07-02,Hauts-de-France,25498.467437
916,2023-07-03,Centre-Val de Loire,13091.234611
917,2023-07-03,Hauts-de-France,25457.134648
918,2023-07-04,Centre-Val de Loire,13148.721389
919,2023-07-04,Hauts-de-France,25502.72208
920,2023-07-05,Centre-Val de Loire,13230.139376
921,2023-07-05,Hauts-de-France,25643.968813
922,2023-07-06,Centre-Val de Loire,13243.269849
923,2023-07-06,Hauts-de-France,25631.411064
924,2023-07-07,Centre-Val de Loire,13472.395439
925,2023-07-07,Hauts-de-France,26059.466716
926,2023-07-08,Centre-Val de Loire,13651.590126
927,2023-07-08,Hauts-de-France,26471.323061
928,2023-07-09,Centre-Val de Loire,13609.03565
929,2023-07-09,Hauts-de-France,26470.400048
930,2023-07-10,Centre-Val de Loire,13839.78059
931,2023-07-10,Hauts-de-France,26853.89489
932,2023-07-11,Centre-Val de Loire,14004.325895
933,2023-07-11,Hauts-de-France,27138.743551
934,2023-07-12,Centre-Val de Loire,13610.0844
935,2023-07-12,Hauts-de-France,26379.70941
936,2023-07-13,Centre-Val de Loire,13318.381693
937,2023-07-13,Hauts-de-France,25736.770311
938,2023-07-14,Centre-Val de Loire,13160.503451
939,2023-07-14,Hauts-de-France,25456.835211
940,2023-07-15,Centre-Val de Loire,13204.193387
941,2023-07-15,Hauts-de-France,25588.877341
942,2023-07-16,Centre-Val de Loire,13055.564254
943,2023-07-16,Hauts-de-France,25290.023362
944,2023-07-17,Centre-Val de Loire,13323.694794
945,2023-07-17,Hauts-de-France,25764.199403
946,2023-07-18,Centre-Val de Loire,13575.232693
947,2023-07-18,Hauts-de-France,26281.117817
948,2023-07-19,Centre-Val de Loire,13590.584637
949,2023-07-19,Hauts-de-France,26322.81799
950,2023-07-20,Centre-Val de Loire,13453.58782
951,2023-07-20,Hauts-de-France,26021.821643
952,2023-07-21,Centre-Val de Loire,13348.708125
953,2023-07-21,Hauts-de-France,25834.611251
954,2023-07-22,Centre-Val de Loire,13184.768672
955,2023-07-22,Hauts-de-France,25523.644593
956,2023-07-23,Centre-Val de Loire,13166.509875
957,2023-07-23,Hauts-de-France,25539.260525
958,2023-07-24,Centre-Val de Loire,13170.761742
959,2023-07-24,Hauts-de-France,25553.295464
960,2023-07-25,Centre-Val de Loire,12962.674712
961,2023-07-25,Hauts-de-France,25104.681292
962,2023-07-26,Centre-Val de Loire,12845.297955
963,2023-07-26,Hauts-de-France,24846.211452
964,2023-07-27,Centre-Val de Loire,12952.866912
965,2023-07-27,Hauts-de-France,25078.818498
966,2023-07-28,Centre-Val de Loire,13093.421821
967,2023-07-28,Hauts-de-France,25355.291111
968,2023-07-29,Centre-Val de Loire,13039.623865
969,2023-07-29,Hauts-de-France,25271.13772
970,2023-07-30,Centre-Val de Loire,12804.628816
971,2023-07-30,Hauts-de-France,24838.740706
972,2023-07-31,Centre-Val de Loire,12863.517392
973,2023-07-31,Hauts-de-France,24931.152359
974,2023-08-01,Centre-Val de Loire,12813.995173
975,2023-08-01,Hauts-de-France,24802.84802
976,2023-08-02,Centre-Val de Loire,12987.924025
977,2023-08-02,Hauts-de-France,25141.581169
978,2023-08-03,Centre-Val de Loire,12907.487823
979,2023-08-03,Hauts-de-France,24970.894755
980,2023-08-04,Centre-Val de Loire,12747.654253
