,Date,Région,Total énergie soutirée (Wh)
981,2023-08-04,Hauts-de-France,24641.340693
982,2023-08-05,Centre-Val de Loire,12740.385284
983,2023-08-05,Hauts-de-France,24625.20685
984,2023-08-06,Centre-Val de Loire,12588.842848
985,2023-08-06,Hauts-de-France,24341.926772
986,2023-08-07,Centre-Val de Loire,12576.811183
987,2023-08-07,Hauts-de-France,24279.896299
988,2023-08-08,Centre-Val de Loire,12615.413655
989,2023-08-08,Hauts-de-France,24365.789635
990,2023-08-09,Centre-Val de Loire,12612.714381
991,2023-08-09,Hauts-de-France,24380.811411
992,2023-08-10,Centre-Val de Loire,12718.069048
993,2023-08-10,Hauts-de-France,24580.3938
994,2023-08-11,Centre-Val de Loire,12941.355921
995,2023-08-11,Hauts-de-France,25033.499209
996,2023-08-12,Centre-Val de Loire,12866.76704
997,2023-08-12,Hauts-de-France,24924.455484
998,2023-08-13,Centre-Val de Loire,12685.25386
999,2023-08-13,Hauts-de-France,24589.769374
1000,2023-08-14,Centre-Val de Loire,12785.222715
1001,2023-08-14,Hauts-de-France,24754.814096
1002,2023-08-15,Centre-Val de Loire,12748.9096
1003,2023-08-15,Hauts-de-France,24711.725943
1004,2023-08-16,Centre-Val de Loire,12950.443071
1005,2023-08-16,Hauts-de-France,25089.856128
1006,2023-08-17,Centre-Val de Loire,13117.370241
1007,2023-08-17,Hauts-de-France,25381.611602
1008,2023-08-18,Centre-Val de Loire,13423.105983
1009,2023-08-18,Hauts-de-France,25946.201671
1010,2023-08-19,Centre-Val de Loire,13536.871772
1011,2023-08-19,Hauts-de-France,26234.22402
1012,2023-08-20,Centre-Val de Loire,13633.615144
1013,2023-08-20,Hauts-de-France,26448.069512
1014,2023-08-21,Centre-Val de Loire,14063.333704
1015,2023-08-21,Hauts-de-France,27268.353087
1016,2023-08-22,Centre-Val de Loire,14366.319455
1017,2023-08-22,Hauts-de-France,27881.12276
1018,2023-08-23,Centre-Val de Loire,14597.709182
1019,2023-08-23,Hauts-de-France,28342.102302
1020,2023-08-24,Centre-Val de Loire,14576.757882
1021,2023-08-24,Hauts-de-France,28321.456157
1022,2023-08-25,Centre-Val de Loire,13918.410338
1023,2023-08-25,Hauts-de-France,27105.076319
1024,2023-08-26,Centre-Val de Loire,13356.471144
1025,2023-08-26,Hauts-de-France,25989.549457
1026,2023-08-27,Centre-Val de Loire,12989.195441
1027,2023-08-27,Hauts-de-France,25243.231945
1028,2023-08-28,Centre-Val de Loire,12898.245895
1029,2023-08-28,Hauts-de-France,25170.767238
1030,2023-08-29,Centre-Val de Loire,12939.066709
1031,2023-08-29,Hauts-de-France,25239.16033
1032,2023-08-30,Centre-Val de Loire,13002.843678
1033,2023-08-30,Hauts-de-France,25364.942268
1034,2023-08-31,Centre-Val de Loire,13110.678557
1035,2023-08-31,Hauts-de-France,25579.546334
1036,2023-09-01,Centre-Val de Loire,13186.300457
1037,2023-09-01,Hauts-de-France,25832.88252
1038,2023-09-02,Centre-Val de Loire,13192.399532
1039,2023-09-02,Hauts-de-France,25889.719189
1040,2023-09-03,Centre-Val de Loire,13281.953677
1041,2023-09-03,Hauts-de-France,26091.240012
1042,2023-09-04,Centre-Val de Loire,13386.946768
1043,2023-09-04,Hauts-de-France,26361.161451
1044,2023-09-05,Centre-Val de Loire,13442.469121
1045,2023-09-05,Hauts-de-France,26508.776465
1046,2023-09-06,Centre-Val de Loire,13681.110734
1047,2023-09-06,Hauts-de-France,27010.773651
1048,2023-09-07,Centre-Val de Loire,13529.809467
1049,2023-09-07,Hauts-de-France,26767.170558
1050,2023-09-08,Centre-Val de Loire,13674.326677
1051,2023-09-08,Hauts-de-France,27061.399889
1052,2023-09-09,Centre-Val de Loire,13722.099594
1053,2023-09-09,Hauts-de-France,27194.012879
1054,2023-09-10,Centre-Val de Loire,13719.664181
1055,2023-09-10,Hauts-de-France,27212.803027
1056,2023-09-11,Centre-Val de Loire,13372.801937
1057,2023-09-11,Hauts-de-France,26511.386632
1058,2023-09-12,Centre-Val de Loire,13158.374561
1059,2023-09-12,Hauts-de-France,26077.39977
1060,2023-09-13,Centre-Val de Loire,13187.871212
1061,2023-09-13,Hauts-de-France,26122.799623
1062,2023-09-14,Centre-Val de Loire,13045.813049
1063,2023-09-14,Hauts-de-France,25811.468529
1064,2023-09-15,Centre-Val de Loire,13122.767839
1065,2023-09-15,Hauts-de-France,25954.740296
1066,2023-09-16,Centre-Val de Loire,13236.950375
1067,2023-09-16,Hauts-de-France,26208.494154
1068,2023-09-17,Centre-Val de Loire,13295.384205
1069,2023-09-17,Hauts-de-France,26363.774012
1070,2023-09-18,Centre-Val de Loire,13105.522432
1071,2023-09-18,Hauts-de-France,25963.5905
1072,2023-09-19,Centre-Val de Loire,12953.059285
1073,2023-09-19,Hauts-de-France,25639.482611
1074,2023-09-20,Centre-Val de Loire,13138.761871
1075,2023-09-20,Hauts-de-France,26020.058486
1076,2023-09-21,Centre-Val de Loire,13168.042325
1077,2023-09-21,Hauts-de-France,26068.734055
1078,2023-09-22,Centre-Val de Loire,13260.884072
1079,2023-09-22,Hauts-de-France,26194.533463
1080,2023-09-23,Centre-Val de Loire,13502.275192
1081,2023-09-23,Hauts-de-France,26647.192236
1082,2023-09-24,Centre-Val de Loire,13522.930095
1083,2023-09-24,Hauts-de-France,26696.546256
1084,2023-09-25,Centre-Val de Loire,13224.575856
1085,2023-09-25,Hauts-de-France,26111.017198
1086,2023-09-26,Centre-Val de Loire,13069.762513
1087,2023-09-26,Hauts-de-France,25835.719274
1088,2023-09-27,Centre-Val de Loire,13218.011345
1089,2023-09-27,Hauts-de-France,26161.304284
1090,2023-09-28,Centre-Val de Loire,13060.425363
1091,2023-09-28,Hauts-de-France,25850.885542
1092,2023-09-29,Centre-Val de Loire,13172.266558
1093,2023-09-29,Hauts-de-France,26075.895518
1094,2023-09-30,Centre-Val de Loire,13324.844188
1095,2023-09-30,Hauts-de-France,26358.985657
1096,2023-10-01,Centre-Val de Loire,13520.387585
1097,2023-10-01,Hauts-de-France,27573.013367
1098,2023-10-02,Centre-Val de Loire,13209.132368
1099,2023-10-02,Hauts-de-France,26819.007519
1100,2023-10-03,Centre-Val de Loire,13113.049383
1101,2023-10-03,Hauts-de-France,26685.379208
1102,2023-10-04,Centre-Val de Loire,13548.909229
1103,2023-10-04,Hauts-de-France,27590.386279
1104,2023-10-05,Centre-Val de Loire,13718.061021
1105,2023-10-05,Hauts-de-France,27743.007848
1106,2023-10-06,Centre-Val de Loire,14075.601893
1107,2023-10-06,Hauts-de-France,27963.489584
1108,2023-10-07,Centre-Val de Loire,14312.491899
1109,2023-10-07,Hauts-de-France,28073.337931
1110,2023-10-08,Centre-Val de Loire,13992.986104
1111,2023-10-08,Hauts-de-France,27976.087601
1112,2023-10-09,Centre-Val de Loire,13459.414372
1113,2023-10-09,Hauts-de-France,27381.834304
1114,2023-10-10,Centre-Val de Loire,13333.093815
1115,2023-10-10,Hauts-de-France,27166.662715
1116,2023-10-11,Centre-Val de Loire,13477.704822
1117,2023-10-11,Hauts-de-France,27601.16322
1118,2023-10-12,Centre-Val de Loire,13322.621923
1119,2023-10-12,Hauts-de-France,27733.512519
1120,2023-10-13,Centre-Val de Loire,13405.03355
1121,2023-10-13,Hauts-de-France,27863.833343
1122,2023-10-14,Centre-Val de Loire,13764.561446
1123,2023-10-14,Hauts-de-France,29030.372801
1124,2023-10-15,Centre-Val de Loire,14597.35606
1125,2023-10-15,Hauts-de-France,31716.012537
1126,2023-10-16,Centre-Val de Loire,16011.822005
1127,2023-10-16,Hauts-de-France,35063.010114
1128,2023-10-17,Centre-Val de Loire,16555.67589
1129,2023-10-17,Hauts-de-France,35739.718475
1130,2023-10-18,Centre-Val de Loire,15605.209188
1131,2023-10-18,Hauts-de-France,35954.995281
1132,2023-10-19,Centre-Val de Loire,14710.928932
1133,2023-10-19,Hauts-de-France,31764.90619
1134,2023-10-20,Centre-Val de Loire,14979.714077
1135,2023-10-20,Hauts-de-France,31391.243425
1136,2023-10-21,Centre-Val de Loire,16072.12901
1137,2023-10-21,Hauts-de-France,33926.29977
1138,2023-10-22,Centre-Val de Loire,16450.640403
1139,2023-10-22,Hauts-de-France,34061.695799
1140,2023-10-23,Centre-Val de Loire,18150.057256
1141,2023-10-23,Hauts-de-France,37146.719847
1142,2023-10-24,Centre-Val de Loire,17334.794057
1143,2023-10-24,Hauts-de-France,35686.705886
1144,2023-10-25,Centre-Val de Loire,17318.645999
1145,2023-10-25,Hauts-de-France,36599.783858
1146,2023-10-26,Centre-Val de Loire,17503.257525
1147,2023-10-26,Hauts-de-France,36965.726696
1148,2023-10-27,Centre-Val de Loire,18476.166984
1149,2023-10-27,Hauts-de-France,36337.833293
1150,2023-10-28,Centre-Val de Loire,19234.941521
1151,2023-10-28,Hauts-de-France,36853.740226
1152,2023-10-29,Centre-Val de Loire,19128.579367
1153,2023-10-29,Hauts-de-France,38034.03021
1154,2023-10-30,Centre-Val de Loire,19165.209905
1155,2023-10-30,Hauts-de-France,38355.373567
1156,2023-10-31,Centre-Val de Loire,19058.939398
1157,2023-10-31,Hauts-de-France,38470.774857
1158,2023-11-01,Centre-Val de Loire,19241.213897
1159,2023-11-01,Hauts-de-France,38632.376093
1160,2023-11-02,Centre-Val de Loire,20395.095728
1161,2023-11-02,Hauts-de-France,40865.26337
1162,2023-11-03,Centre-Val de Loire,22327.314106
1163,2023-11-03,Hauts-de-France,44318.181237
1164,2023-11-04,Centre-Val de Loire,22674.792963
1165,2023-11-04,Hauts-de-France,44983.206554
1166,2023-11-05,Centre-Val de Loire,21822.096045
1167,2023-11-05,Hauts-de-France,43372.957971
1168,2023-11-06,Centre-Val de Loire,21965.203767
1169,2023-11-06,Hauts-de-France,43571.986715
1170,2023-11-07,Centre-Val de Loire,22575.543831
1171,2023-11-07,Hauts-de-France,44674.410577
1172,2023-11-08,Centre-Val de Loire,23229.175981
1173,2023-11-08,Hauts-de-France,45927.606675
1174,2023-11-09,Centre-Val de Loire,23133.006452
1175,2023-11-09,Hauts-de-France,45667.363233
1176,2023-11-10,Centre-Val de Loire,23993.604497
1177,2023-11-10,Hauts-de-France,47216.139916
1178,2023-11-11,Centre-Val de Loire,24424.11776
1179,2023-11-11,Hauts-de-France,47908.6184
1180,2023-11-12,Centre-Val de Loire,23610.282773
1181,2023-11-12,Hauts-de-France,46481.990617
1182,2023-11-13,Centre-Val de Loire,20987.190041
1183,2023-11-13,Hauts-de-France,41559.805964
1184,2023-11-14,Centre-Val de Loire,20470.710983
1185,2023-11-14,Hauts-de-France,40563.373222
1186,2023-11-15,Centre-Val de Loire,21146.33558
1187,2023-11-15,Hauts-de-France,41678.542281
1188,2023-11-16,Centre-Val de Loire,22570.32537
1189,2023-11-16,Hauts-de-France,44267.140845
1190,2023-11-17,Centre-Val de Loire,22911.22949
1191,2023-11-17,Hauts-de-France,44787.195647
1192,2023-11-18,Centre-Val de Loire,23287.640526
1193,2023-11-18,Hauts-de-France,45433.274495
1194,2023-11-19,Centre-Val de Loire,21622.350665
1195,2023-11-19,Hauts-de-France,42275.73263
1196,2023-11-20,Centre-Val de Loire,22127.704011
1197,2023-11-20,Hauts-de-France,43113.503091
1198,2023-11-21,Centre-Val de Loire,22707.974501
1199,2023-11-21,Hauts-de-France,44054.975278
1200,2023-11-22,Centre-Val de Loire,24148.513508
1201,2023-11-22,Hauts-de-France,46503.677842
1202,2023-11-23,Centre-Val de Loire,25644.701456
1203,2023-11-23,Hauts-de-France,48941.795708
1204,2023-11-24,Centre-Val de Loire,25329.746977
1205,2023-11-24,Hauts-de-France,48446.624452
1206,2023-11-25,Centre-Val de Loire,28253.866129
1207,2023-11-25,Hauts-de-France,53480.049634
1208,2023-11-26,Centre-Val de Loire,30619.592185
1209,2023-11-26,Hauts-de-France,57635.269676
1210,2023-11-27,Centre-Val de Loire,29948.091877
1211,2023-11-27,Hauts-de-France,56386.216258
1212,2023-11-28,Centre-Val de Loire,28656.987345
1213,2023-11-28,Hauts-de-France,53949.451866
1214,2023-11-29,Centre-Val de Loire,30258.468101
1215,2023-11-29,Hauts-de-France,56801.497318
1216,2023-11-30,Centre-Val de Loire,29532.449784
1217,2023-11-30,Hauts-de-France,55503.40768
1218,2023-12-01,Centre-Val de Loire,30099.444688
1219,2023-12-01,Hauts-de-France,56491.476437
1220,2023-12-02,Centre-Val de Loire,33879.433149
1221,2023-12-02,Hauts-de-France,62987.847566
1222,2023-12-03,Centre-Val de Loire,35563.62543
1223,2023-12-03,Hauts-de-France,65967.869446
1224,2023-12-04,Centre-Val de Loire,32748.445025
1225,2023-12-04,Hauts-de-France,60931.927478
1226,2023-12-05,Centre-Val de Loire,30594.034717
1227,2023-12-05,Hauts-de-France,56920.015774
1228,2023-12-06,Centre-Val de Loire,31223.496793
1229,2023-12-06,Hauts-de-France,57908.606764
1230,2023-12-07,Centre-Val de Loire,32477.432412
1231,2023-12-07,Hauts-de-France,60156.098885
1232,2023-12-08,Centre-Val de Loire,29101.179106
1233,2023-12-08,Hauts-de-France,54295.547903
1234,2023-12-09,Centre-Val de Loire,28648.783065
1235,2023-12-09,Hauts-de-France,53500.652818
1236,2023-12-10,Centre-Val de Loire,26973.648607
1237,2023-12-10,Hauts-de-France,50534.721171
1238,2023-12-11,Centre-Val de Loire,24842.299738
1239,2023-12-11,Hauts-de-France,46840.200382
1240,2023-12-12,Centre-Val de Loire,24205.500387
1241,2023-12-12,Hauts-de-France,45711.253864
1242,2023-12-13,Centre-Val de Loire,25955.077527
1243,2023-12-13,Hauts-de-France,48760.460573
1244,2023-12-14,Centre-Val de Loire,27720.838412
1245,2023-12-14,Hauts-de-France,51766.0378
1246,2023-12-15,Centre-Val de Loire,27428.594458
1247,2023-12-15,Hauts-de-France,51189.571028
1248,2023-12-16,Centre-Val de Loire,29451.697753
1249,2023-12-16,Hauts-de-France,54595.315825
1250,2023-12-17,Centre-Val de Loire,32033.110333
1251,2023-12-17,Hauts-de-France,59141.695149
1252,2023-12-18,Centre-Val de Loire,32853.814389
1253,2023-12-18,Hauts-de-France,60574.713039
1254,2023-12-19,Centre-Val de Loire,32202.840101
1255,2023-12-19,Hauts-de-France,59463.847835
1256,2023-12-20,Centre-Val de Loire,30426.719901
1257,2023-12-20,Hauts-de-France,56506.478375
1258,2023-12-21,Centre-Val de Loire,28725.869263
1259,2023-12-21,Hauts-de-France,53472.172601
1260,2023-12-22,Centre-Val de Loire,27387.40531
1261,2023-12-22,Hauts-de-France,51108.596119
1262,2023-12-23,Centre-Val de Loire,27154.702966
1263,2023-12-23,Hauts-de-France,50602.754045
1264,2023-12-24,Centre-Val de Loire,26843.178215
1265,2023-12-24,Hauts-de-France,50047.700935
1266,2023-12-25,Centre-Val de Loire,25966.328063
1267,2023-12-25,Hauts-de-France,48295.698152
1268,2023-12-26,Centre-Val de Loire,26980.390164
1269,2023-12-26,Hauts-de-France,50203.218134
1270,2023-12-27,Centre-Val de Loire,28048.470693
1271,2023-12-27,Hauts-de-France,52100.392607
1272,2023-12-28,Centre-Val de Loire,27512.128078
1273,2023-12-28,Hauts-de-France,51212.924165
1274,2023-12-29,Centre-Val de Loire,26712.021538
1275,2023-12-29,Hauts-de-France,49801.629148
1276,2023-12-30,Centre-Val de Loire,26492.4781
1277,2023-12-30,Hauts-de-France,49390.007029
1278,2023-12-31,Centre-Val de Loire,27734.00026
1279,2023-12-31,Hauts-de-France,51607.749168
1280,2024-01-01,Centre-Val de Loire,27401.645125
1281,2024-01-01,Hauts-de-France,50482.683158
1282,2024-01-02,Centre-Val de Loire,27164.960773
1283,2024-01-02,Hauts-de-France,48545.408676
1284,2024-01-03,Centre-Val de Loire,26059.66765
1285,2024-01-03,Hauts-de-France,48162.089456
1286,2024-01-04,Centre-Val de Loire,26583.638295
1287,2024-01-04,Hauts-de-France,48281.165405
1288,2024-01-05,Centre-Val de Loire,27527.692782
1289,2024-01-05,Hauts-de-France,51191.842627
1290,2024-01-06,Centre-Val de Loire,30569.893812
1291,2024-01-06,Hauts-de-France,54166.891772
1292,2024-01-07,Centre-Val de Loire,33365.004627
1293,2024-01-07,Hauts-de-France,60883.810433
1294,2024-01-08,Centre-Val de Loire,38299.015862
1295,2024-01-08,Hauts-de-France,70102.786216
1296,2024-01-09,Centre-Val de Loire,41056.642159
1297,2024-01-09,Hauts-de-France,73733.697549
1298,2024-01-10,Centre-Val de Loire,41705.051748
1299,2024-01-10,Hauts-de-France,76215.90617
1300,2024-01-11,Centre-Val de Loire,40377.076568
1301,2024-01-11,Hauts-de-France,74224.927144
1302,2024-01-12,Centre-Val de Loire,41259.793532
1303,2024-01-12,Hauts-de-France,67118.536126
1304,2024-01-13,Centre-Val de Loire,43477.610978
1305,2024-01-13,Hauts-de-France,66835.232482
1306,2024-01-14,Centre-Val de Loire,43238.928733
1307,2024-01-14,Hauts-de-France,69567.762851
1308,2024-01-15,Centre-Val de Loire,39672.66679
1309,2024-01-15,Hauts-de-France,65789.403566
1310,2024-01-16,Centre-Val de Loire,42142.103318
1311,2024-01-16,Hauts-de-France,68568.777135
1312,2024-01-17,Centre-Val de Loire,34202.775885
1313,2024-01-17,Hauts-de-France,71397.917537
1314,2024-01-18,Centre-Val de Loire,34037.435334
1315,2024-01-18,Hauts-de-France,68947.27268
1316,2024-01-19,Centre-Val de Loire,40185.545993
1317,2024-01-19,Hauts-de-France,71585.639945
1318,2024-01-20,Centre-Val de Loire,42374.008947
1319,2024-01-20,Hauts-de-France,75001.889173
1320,2024-01-21,Centre-Val de Loire,39550.262186
1321,2024-01-21,Hauts-de-France,71500.366927
1322,2024-01-22,Centre-Val de Loire,30950.496394
1323,2024-01-22,Hauts-de-France,56137.992575
1324,2024-01-23,Centre-Val de Loire,29061.90648
1325,2024-01-23,Hauts-de-France,54904.869888
1326,2024-01-24,Centre-Val de Loire,24769.855741
1327,2024-01-24,Hauts-de-France,48485.364499
1328,2024-01-25,Centre-Val de Loire,23278.412556
1329,2024-01-25,Hauts-de-France,48240.481335
1330,2024-01-26,Centre-Val de Loire,24529.30606
1331,2024-01-26,Hauts-de-France,46985.929193
1332,2024-01-27,Centre-Val de Loire,29930.665045
1333,2024-01-27,Hauts-de-France,56212.431133
1334,2024-01-28,Centre-Val de Loire,30755.468441
1335,2024-01-28,Hauts-de-France,58071.789884
1336,2024-01-29,Centre-Val de Loire,27898.844647
1337,2024-01-29,Hauts-de-France,53138.965399
1338,2024-01-30,Centre-Val de Loire,25624.08475
1339,2024-01-30,Hauts-de-France,49349.505338
1340,2024-01-31,Centre-Val de Loire,25688.973743
1341,2024-01-31,Hauts-de-France,51041.408233
1342,2024-02-01,Centre-Val de Loire,25565.594468
1343,2024-02-01,Hauts-de-France,48650.511637
1344,2024-02-02,Centre-Val de Loire,26430.289065
1345,2024-02-02,Hauts-de-France,53228.286839
1346,2024-02-03,Centre-Val de Loire,27645.977968
1347,2024-02-03,Hauts-de-France,48935.282308
1348,2024-02-04,Centre-Val de Loire,27105.201592
1349,2024-02-04,Hauts-de-France,47873.986603
1350,2024-02-05,Centre-Val de Loire,27666.64965
1351,2024-02-05,Hauts-de-France,48522.938952
1352,2024-02-06,Centre-Val de Loire,27013.699635
1353,2024-02-06,Hauts-de-France,47520.061607
1354,2024-02-07,Centre-Val de Loire,25943.281366
1355,2024-02-07,Hauts-de-France,47988.518408
1356,2024-02-08,Centre-Val de Loire,23858.309143
1357,2024-02-08,Hauts-de-France,47591.214112
1358,2024-02-09,Centre-Val de Loire,24065.102433
1359,2024-02-09,Hauts-de-France,44500.345892
1360,2024-02-10,Centre-Val de Loire,26102.384689
1361,2024-02-10,Hauts-de-France,44981.903671
1362,2024-02-11,Centre-Val de Loire,26974.581235
1363,2024-02-11,Hauts-de-France,46709.380597
1364,2024-02-12,Centre-Val de Loire,27494.876542
1365,2024-02-12,Hauts-de-France,47723.005794
1366,2024-02-13,Centre-Val de Loire,28451.168372
1367,2024-02-13,Hauts-de-France,51332.302589
1368,2024-02-14,Centre-Val de Loire,23689.846136
1369,2024-02-14,Hauts-de-France,46603.390862
1370,2024-02-15,Centre-Val de Loire,21465.700595
1371,2024-02-15,Hauts-de-France,40807.653786
1372,2024-02-16,Centre-Val de Loire,21480.589861
1373,2024-02-16,Hauts-de-France,40565.959703
1374,2024-02-17,Centre-Val de Loire,22734.207455
1375,2024-02-17,Hauts-de-France,42065.870774
1376,2024-02-18,Centre-Val de Loire,25313.832411
1377,2024-02-18,Hauts-de-France,44757.343088
1378,2024-02-19,Centre-Val de Loire,24008.953533
1379,2024-02-19,Hauts-de-France,44818.542911
1380,2024-02-20,Centre-Val de Loire,25304.755817
1381,2024-02-20,Hauts-de-France,46782.91361
1382,2024-02-21,Centre-Val de Loire,26748.404678
1383,2024-02-21,Hauts-de-France,47785.834121
1384,2024-02-22,Centre-Val de Loire,25354.576928
1385,2024-02-22,Hauts-de-France,45736.641859
1386,2024-02-23,Centre-Val de Loire,28965.10766
1387,2024-02-23,Hauts-de-France,51522.801811
1388,2024-02-24,Centre-Val de Loire,30316.216472
1389,2024-02-24,Hauts-de-France,52727.776493
1390,2024-02-25,Centre-Val de Loire,29383.447452
1391,2024-02-25,Hauts-de-France,52019.298439
1392,2024-02-26,Centre-Val de Loire,27097.202781
1393,2024-02-26,Hauts-de-France,53162.091668
1394,2024-02-27,Centre-Val de Loire,29036.850744
1395,2024-02-27,Hauts-de-France,51228.770735
1396,2024-02-28,Centre-Val de Loire,28954.695399
1397,2024-02-28,Hauts-de-France,50924.571044
1398,2024-02-29,Centre-Val de Loire,26886.416971
1399,2024-02-29,Hauts-de-France,48235.77746
1400,2024-03-01,Centre-Val de Loire,27280.123795
1401,2024-03-01,Hauts-de-France,49536.223731
1402,2024-03-02,Centre-Val de Loire,27749.480355
1403,2024-03-02,Hauts-de-France,50335.936566
1404,2024-03-03,Centre-Val de Loire,28367.891949
1405,2024-03-03,Hauts-de-France,51393.607594
1406,2024-03-04,Centre-Val de Loire,28398.596458
1407,2024-03-04,Hauts-de-France,51336.684101
1408,2024-03-05,Centre-Val de Loire,27214.122113
1409,2024-03-05,Hauts-de-France,49419.405035
1410,2024-03-06,Centre-Val de Loire,27206.541951
1411,2024-03-06,Hauts-de-France,49433.151064
1412,2024-03-07,Centre-Val de Loire,26539.370526
1413,2024-03-07,Hauts-de-France,48329.404245
1414,2024-03-08,Centre-Val de Loire,26633.477546
1415,2024-03-08,Hauts-de-France,48615.379402
1416,2024-03-09,Centre-Val de Loire,26655.973874
1417,2024-03-09,Hauts-de-France,48700.361836
1418,2024-03-10,Centre-Val de Loire,26290.142176
1419,2024-03-10,Hauts-de-France,48211.056507
1420,2024-03-11,Centre-Val de Loire,25729.519815
1421,2024-03-11,Hauts-de-France,47314.072419
1422,2024-03-12,Centre-Val de Loire,24892.921427
1423,2024-03-12,Hauts-de-France,46035.870304
1424,2024-03-13,Centre-Val de Loire,22870.231221
1425,2024-03-13,Hauts-de-France,42615.631783
1426,2024-03-14,Centre-Val de Loire,21542.648118
1427,2024-03-14,Hauts-de-France,40291.008195
1428,2024-03-15,Centre-Val de Loire,20457.748702
1429,2024-03-15,Hauts-de-France,38548.409566
1430,2024-03-16,Centre-Val de Loire,20440.577991
1431,2024-03-16,Hauts-de-France,38651.237885
1432,2024-03-17,Centre-Val de Loire,20452.563154
1433,2024-03-17,Hauts-de-France,38781.643001
1434,2024-03-18,Centre-Val de Loire,19113.815261
1435,2024-03-18,Hauts-de-France,36437.616901
1436,2024-03-19,Centre-Val de Loire,18838.743029
1437,2024-03-19,Hauts-de-France,35950.451363
1438,2024-03-20,Centre-Val de Loire,18632.725414
1439,2024-03-20,Hauts-de-France,35651.217281
1440,2024-03-21,Centre-Val de Loire,17846.585477
1441,2024-03-21,Hauts-de-France,34295.363893
1442,2024-03-22,Centre-Val de Loire,17822.487623
1443,2024-03-22,Hauts-de-France,34301.913962
1444,2024-03-23,Centre-Val de Loire,20101.44012
1445,2024-03-23,Hauts-de-France,38365.86712
1446,2024-03-24,Centre-Val de Loire,22043.024132
1447,2024-03-24,Hauts-de-France,41688.257049
1448,2024-03-25,Centre-Val de Loire,22556.847854
1449,2024-03-25,Hauts-de-France,42464.040191
1450,2024-03-26,Centre-Val de Loire,22773.825705
1451,2024-03-26,Hauts-de-France,42895.960255
1452,2024-03-27,Centre-Val de Loire,23909.340411
1453,2024-03-27,Hauts-de-France,44863.27261
1454,2024-03-28,Centre-Val de Loire,23512.622061
1455,2024-03-28,Hauts-de-France,44097.530672
1456,2024-03-29,Centre-Val de Loire,22184.010791
1457,2024-03-29,Hauts-de-France,41741.399716
1458,2024-03-30,Centre-Val de Loire,22286.031502
1459,2024-03-30,Hauts-de-France,41958.205828
1460,2024-03-31,Centre-Val de Loire,21038.071015
1461,2024-03-31,Hauts-de-France,39622.031789
